"","Indice","UF","Mes"
"472",98.6642117484319,"Bahia","201204"
"473",105.684743708351,"Bahia","201205"
"474",101.34200402183,"Bahia","201206"
"475",95.3592631342068,"Bahia","201207"
"476",96.7517388754303,"Bahia","201208"
"477",94.9042200632532,"Bahia","201209"
"478",98.6486428718289,"Bahia","201210"
"479",103.647071279958,"Bahia","201211"
"480",106.957335629364,"Bahia","201212"
"481",111.03682415212,"Bahia","201301"
"482",105.700259214607,"Bahia","201302"
"483",104.703684426441,"Bahia","201303"
"484",113.564211748432,"Bahia","201304"
"485",113.784743708351,"Bahia","201305"
"486",112.54200402183,"Bahia","201306"
"487",110.859263134207,"Bahia","201307"
"488",104.65173887543,"Bahia","201308"
"489",102.904220063253,"Bahia","201309"
"490",97.4486428718289,"Bahia","201310"
"491",106.047071279958,"Bahia","201311"
"492",102.957335629364,"Bahia","201312"
"493",102.73682415212,"Bahia","201401"
"494",104.900259214607,"Bahia","201402"
"495",107.203684426441,"Bahia","201403"
"496",112.364211748432,"Bahia","201404"
"497",104.784743708351,"Bahia","201405"
"498",98.5420040218296,"Bahia","201406"
"499",103.059263134207,"Bahia","201407"
"500",97.2517388754303,"Bahia","201408"
"501",104.504220063253,"Bahia","201409"
"502",107.148642871829,"Bahia","201410"
"503",106.047071279958,"Bahia","201411"
"504",100.957335629364,"Bahia","201412"
"505",90.6368241521197,"Bahia","201501"
"506",82.0002592146067,"Bahia","201502"
"507",104.103684426441,"Bahia","201503"
"508",97.8642117484319,"Bahia","201504"
"509",99.5847437083509,"Bahia","201505"
"510",102.74200402183,"Bahia","201506"
"511",104.859263134207,"Bahia","201507"
"512",101.25173887543,"Bahia","201508"
"513",94.1042200632532,"Bahia","201509"
"514",96.7486428718289,"Bahia","201510"
"515",91.8470712799583,"Bahia","201511"
"516",97.5573356293636,"Bahia","201512"
"517",100.93682415212,"Bahia","201601"
"518",91.7002592146067,"Bahia","201602"
"519",97.2036844264413,"Bahia","201603"
"520",98.0642117484319,"Bahia","201604"
"521",97.8847437083509,"Bahia","201605"
"522",98.2420040218296,"Bahia","201606"
"523",85.0592631342068,"Bahia","201607"
"524",90.9517388754303,"Bahia","201608"
"525",88.5042200632532,"Bahia","201609"
"526",90.3486428718289,"Bahia","201610"
"527",87.4470712799583,"Bahia","201611"
"528",90.0573356293636,"Bahia","201612"
"529",86.8368241521197,"Bahia","201701"
"530",89.1002592146067,"Bahia","201702"
"531",94.4036844264413,"Bahia","201703"
"532",91.4642117484319,"Bahia","201704"
"533",98.4847437083509,"Bahia","201705"
"534",88.1420040218296,"Bahia","201706"
"535",93.3592631342068,"Bahia","201707"
"536",96.5517388754303,"Bahia","201708"
"537",93.7042200632532,"Bahia","201709"
"538",87.5486428718289,"Bahia","201710"
"539",89.3470712799583,"Bahia","201711"
"540",87.9573356293637,"Bahia","201712"
"541",91.8368241521197,"Bahia","201801"
"542",92.2002592146067,"Bahia","201802"
"543",89.5036844264413,"Bahia","201803"
"544",96.3642117484319,"Bahia","201804"
"545",84.6847437083509,"Bahia","201805"
"546",96.6420040218296,"Bahia","201806"
"547",94.2592631342068,"Bahia","201807"
"548",97.8517388754303,"Bahia","201808"
"549",90.9042200632532,"Bahia","201809"
"550",94.4486428718289,"Bahia","201810"
"551",88.4470712799583,"Bahia","201811"
"552",88.4573356293637,"Bahia","201812"
"553",86.4368241521197,"Bahia","201901"
"554",93.6002592146067,"Bahia","201902"
"555",82.8036844264413,"Bahia","201903"
"556",94.5642117484319,"Bahia","201904"
"557",95.8847437083509,"Bahia","201905"
"558",88.8420040218296,"Bahia","201906"
"559",88.3592631342068,"Bahia","201907"
"560",88.3517388754303,"Bahia","201908"
"561",89.6042200632532,"Bahia","201909"
"562",92.9486428718289,"Bahia","201910"
"563",87.6470712799583,"Bahia","201911"
"564",85.3573356293637,"Bahia","201912"
"565",93.1368241521197,"Bahia","202001"
"566",99.9002592146067,"Bahia","202002"
"567",88.9036844264413,"Bahia","202003"
"568",71.1642117484319,"Bahia","202004"
"569",74.8847437083509,"Bahia","202005"
"570",74.7420040218296,"Bahia","202006"
"571",81.8592631342068,"Bahia","202007"
"572",83.4517388754303,"Bahia","202008"
"573",88.8042200632532,"Bahia","202009"
"574",86.9486428718289,"Bahia","202010"
"575",88.6470712799583,"Bahia","202011"
"576",86.0573356293636,"Bahia","202012"
