Date,AUSTRALIA,CANADA,DATE,FRANCE,GERMANY,JAPAN,NETHERLANDS,UK,US
2002-01-01,79.3639946999558,79.05,730850,92.2892309230759,93.7666666666667,102.137517812649,92.3633333333333,97.2274768956408,116.133763322584
2002-04-01,82.1806848390403,80.95,730940,93.2758893675889,94.6066666666667,104.004200035,93.7533333333333,96.2341352844606,113.957151071223
2002-07-01,79.1973266443887,80.25,731031,94.6892109232426,96.29,108.077567313061,95.3866666666667,97.3941449512079,111.560544319725
2002-10-01,81.0306752556271,80.4366666666667,731123,95.0758743677139,96.48,104.270868923908,95.8,98.4674872290603,112.790513570494
2003-01-01,83.7873648947075,83.37,731215,97.375855201207,98.7866666666667,105.117542646189,98.11,95.8341319510995,110.20724481888
2003-04-01,88.900740839507,89.0433333333333,731305,99.1025074791046,100.68,103.754197951649,100.386666666667,93.7341144509537,106.0806813163
2003-07-01,91.3574279785665,90.16,731396,98.8591761735322,100.236666666667,103.847532062767,100.24,93.9307827565229,106.324008566453
2003-10-01,96.1274677288977,93.8066666666667,731488,100.009166590279,101.293333333333,109.297577479813,100.956666666667,95.517462645522,102.844095564278
2004-01-01,100.510837590313,92.73,731580,101.049157923684,102.466666666667,108.510904257535,101.5,99.9674997291644,100.730815062956
2004-04-01,95.48746239552,90.14,731671,99.7825018124852,101.09,106.28755239627,100.08,100.777506479221,103.574077314734
2004-07-01,94.1741181176509,93.5166666666667,731762,100.112499062508,101.213333333333,105.127542729523,100.31,100.920841007008,102.407439814005
2004-10-01,97.550812923441,99.38,731854,101.419154840377,102.473333333333,106.470887257394,101.48,99.3908282569021,98.8075298117547
2005-01-01,99.2174934791123,98.0366666666667,731946,101.459154507046,102.01,105.150876257302,101.666666666667,99.9841665347211,97.7875553111172
2005-04-01,99.9074992291603,97.1333333333333,732036,100.322497312522,100.306666666667,102.494187451562,100.17,101.290844090367,99.3975150621235
2005-07-01,100.367503062526,101.04,732127,99.5125040624664,99.2566666666667,98.7708230901924,99.3466666666667,99.3808281735681,100.540819812838
2005-10-01,100.507504229202,103.79,732219,98.7058441179661,98.4266666666667,93.5841132009433,98.8166666666667,99.3441612013433,102.274109813922
2006-01-01,98.3074858957158,104.923333333333,732311,98.8125098957512,98.1366666666667,92.2641022008516,98.2233333333333,98.8541571179759,101.020807813138
2006-04-01,98.0608171734764,106.933333333333,732401,99.8225014791546,99.4533333333333,92.2507687564063,99.03,100.287502395854,99.537511562211
2006-07-01,99.5574963124693,106.31,732492,100.069166090283,99.7066666666667,90.2140851173759,99.32,102.660855507129,99.1541878119714
2006-10-01,100.257502145852,104.47,732584,99.7725018958178,99.7266666666667,87.6407303394195,99.1766666666667,104.780873173943,98.0042165612527
2007-01-01,100.844173701447,101.363333333333,732676,99.6058366180285,100.183333333333,84.8240402003349,99.2466666666667,106.330886090717,98.1342133113339
2007-04-01,104.980874840624,107.323333333333,732766,100.092499229173,100.843333333333,82.0673505612547,99.7933333333333,105.827548562905,96.137596560086
